School,Date,Menu,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Received,B_W_G_Received,Rice_Excess,B_W_G_Excess,Rice_Remaining,B_W_G_Remaining,B_W_G_Temperatures,Rice_Temp,Missed_Food,Next_Day_Projection,Food_Arrival_Time,Start_Taping,Stop_Taping,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By,Week,Weekday,Missed_Projection
Githima Primary,10-01-25,Rice and Greengrams,235,230,230,0,0,2,5,2,0,59,71,0,0,1,2,66,68,0,235,9:51:00,12:40:00,13:25:00,I am projecting 235 students because I am hoping more kids will be reporting on Monday.,The food was delicious and hot for the kids to enjoy.,"I was able to manage the queue with no difficulty with the help of the teacher on duty and the deputy headteacher,plus the kids were organized.",Actual meals served are 230.compared to yesterday's actual meals served which were 235.Some kids were absent today and some parents forgot to top up on time.,We had 5  failed taps which is a increase from yesterday's 3 failed taps.Some parents were unreachable.,Brenda wambui kamawe,week1,Friday,5
Githioro Primary,10-01-25,Rice and Greengrams,300,296,296,0,0,2,4,1,0,76,91,0,0,1,1,68,65,0,310,9:30:00,12:40:00,13:45:00,we are expecting all students to report school by Monday and those with failed taps to remind their parents to top up.,The food was delicious.,The queue was well organized with the help of the teachers on duty.,"Actual meals served today is 296which is a decrease compared to yesterday's, which was 299, some of the pp1 students were absent","There were 4 failed taps today, which is a decrease from 6 failed taps yesterday. I reminded respective parents to top up their accounts.",Ndungu chege,week1,Friday,4
Githunguri Primary,10-01-25,Rice and Greengrams,390,405,377,28,0,3,15,0,2,98,118,10,0,0,0,79.1,67.3,0,440,23:00:00,12:40:00,13:20:00,I expect a higher turnout on Monday since more Grade 7 kids will come to school . Also the kids with fee balance I expect them  to report on monday.thus projecting 440,"The meal was delicious,kids really enjoyed.",line management  was well conducted by deputy headteacher.,The actual meals served today was 405  higher than yesterday meals 395. This can be attributed to higher turnout,"Failed taps today were 15, higher  than yesterday 13. majority of parents forgot to recharge their kids account.",Samy Migwi,week1,Friday,-15
Gitombo Primary,10-01-25,Rice and Greengrams,160,155,155,0,0,2,1,1,0,41,65,0,0,2,0,74,79,0,160,8:30:00,12:40:00,13:15:00,Projecting 160 hopefully learners shall show up on Monday.,The food was delicious.,The queue was manageable since learners were self driven.,"Actual meals served today was 155, a decrease of 4 from  yesterday's 159 due to absentism.",Today there was 1 failed tap an increase of 1 from 0 yesterday due to one parent who failed to top up his account.,Veronica Mwaura,week1,Friday,5
Ihiga Primary,10-01-25,Rice and Greengrams,160,162,147,15,0,2,2,0,0,51,89,10,0,0,0,66.7,69.7,0,170,9:36:00,12:40:00,13:15:00,We have projected 170 because we expect more kids to report to school on Monday.,Food was Enough.,Line management was Excellent.Students queued from lower classes to upper classes with assistance from teacher on duty.,Number of Actual meals served was  162 an increase from yesterday's number which was 161.One more kid showed up.,Today's Failed taps was 2 a decrease from yesterday's which was 3.Parents didn't top up their accounts.,Naomi Njenga.,week1,Friday,-2
Ikinu Primary,10-01-25,Rice and Greengrams,1020,1011,952,59,0,5,29,4,4,256,308,10,0,2,3,82,75,0,1020,12:00:00,12:40:00,13:30:00,I expect numbers to stabilize come next wee,The food was delicious.,The TOD helped with line management.,There were 1011 actual taps a decrease from 1028. being a Friday some kids missed school,There was 29 failed taps a decrease from previous 35. parents topped up their accounts.,,week1,Friday,9
Kahunira Primary,10-01-25,Rice and Greengrams,700,722,651,71,0,4,17,0,3,176,211,13,0,0,0,69.1,76.3,0,725,11:12:00,12:45:00,13:30:00,We project this number because we hoping students with failed taps will remind their parents to top up their accounts.,The meal was delicious and enough for everyone.,line management  was well conducted by teacher on duty.,"The actual meals served today increased from 708 to 722 meals that were served today,this is as a result of increased student turn out.","Failed taps today decreased by 1, yesterday we had 18 failed taps while today we had 17 taps, respective parents didn't top up on time.",Mwangi Mary,week1,Friday,-22
Kamondo Primary,10-01-25,Rice and Greengrams,340,326,307,19,0,3,6,0,3,86,103,13,0,5,4,66.1,72.5,0,335,9:50:00,12:40:00,13:30:00,We are expecting more grade 7 kids to report to school on monday and accounts with insufficient balances to be topped up,The food was tasty and had the right temperature,line management  was orderly,326 Actual taps  a rise from previous  day which was at 310 as some grade 7 kids started  reporting  today,,,week1,Friday,14
Kanjai Primary,10-01-25,Rice and Greengrams,380,412,388,24,0,3,16,2,15,96,115,0,0,0,0,60,70,0,420,,12:44:00,13:30:00,Almost all kids have reported back to school expect G6 who will report back on Tuesday.,food was delicious,que was well managed.,The number of Actual meal serverd has increased from 383 to 412 compared to yesterday.,The number of failed taps has remained constant( 16),Peninah Njuguna,week1,Friday,-32
Kanyore Primary,10-01-25,Rice and Greengrams,670,644,644,0,0,3,14,3,1,168,202,10,0,7,5,66,63,0,670,11:17:00,12:40:00,13:27:00,Projected 670 because more kids are expected to report back by Monday .,The food was delicious,Queue was well managed.,The number of successful taps  decreased from 670 to 644 because some kids were absent .,,,week1,Friday,26
Karia Primary,10-01-25,Rice and Greengrams,450,445,418,27,0,3,17,2,0,113,136,11.5,0,0,0,75,78,0,460,11:42:00,12:40:00,13:30:00,The  projection is 460  as I expect more pupils to report back,The food was hot and delicious,The queue management was smooth.,The actual meals served is 445  compared to  yesterday's  455. Turnup reduced as accounts weren't credited.,failed taps were 17  an increase from yesterday's 13. Parents did not top up .,,week1,Friday,5
Kiaibabu Primary,10-01-25,Rice and Greengrams,260,265,265,0,0,3,2,0,1,66,79,0,0,0,0,65.1,68.2,0,260,9:28:00,12:40:00,13:30:00,Projecting this number because pupils are expected to report back in good number on Monday and those with failed taps to top up over the weekend.,The food was delicious,I properly managed the queue without assistance,The number of successful taps increased from 262 to 265. This is because some parents  topped up.,"Failed taps 2 , same as yesterday as Some parents forgot to top up on time.",john kimani,week1,Friday,-5
Kiairia Primary,10-01-25,Rice and Greengrams,210,209,191,18,0,2,1,1,0,53,64,0,0,0,0,59.2,65.5,0,210,11:56:00,12:40:00,13:20:00,We expect normal school turnout since it is the second week of the term. ,The food was delicious and hot,The queue was well organized by the Tsm.,the number of actual meals served today increased from 208 to 209 due to one registration done.,failed taps reduced from 2 to 1.parent did not top up.,,week1,Friday,1
Kiambururu Primary,10-01-25,Rice and Greengrams,295,287,258,29,0,3,12,0,1,75,89,10,0,3,3,72.1,67.7,0,290,11:53:00,12:40:00,13:20:00,We expect the kids with failed taps to top up their accounts as  well as more kids report to school on Monday.,The food was tasty.,The queue was well managed by the tsm,The number of actual meals served was 287 a lower number in comparison to yesterday's actual meals served.  Most kids are absent on Friday,We had 12 failed taps a higher number compared to yesterday's failed taps that were 5.The parents had not topped up their accounts.,Gladys Njeri.,week1,Friday,8
Kiawaiguru Primary,10-01-25,Rice and Greengrams,210,212,212,0,0,2,2,1,0,53,64,0,0,0,0,76,77,0,220,8:52:00,12:40:00,13:15:00,We are projecting 220 as we expect all the students to show up including the new students,The food was warm and delicious,queuing was manageable according to grades,*Today's successful  taps was 212 compared to the projection which was 210 as we had new students coming in,Today we had 2 failed taps just like yesterday  as parents had forgotten to top up after holiday,DAVID NDUNG'U KINYANJUI,week1,Friday,-2
Kiawairia Primary,10-01-25,Rice and Greengrams,130,127,127,0,0,2,4,0,0,33,40,0,0,1,1,64,63,0,135,9:10:00,12:15:00,13:05:00,We are projecting this number expecting more students will be available on Monday.,food was delicious,queuing was done with moderation  assisted by the TOD,Tapped successful 127 compared to  130 successful taps yesterday. A decrease since most of the students were absent,"we had 4 failed taps compared to 5 failed taps yesterday,parents who forgot to top up the accounts.",,week1,Friday,3
Kibichoi Primary,10-01-25,Rice and Greengrams,205,197,197,0,0,2,9,1,0,52,205,0,0,2,0,70,65,0,205,10:28:00,12:50:00,13:20:00,Projecting this number because pupils are expected to report back in good number on Monday and those with failed taps to top up over the weekend.,The food was delicious,I properly managed the queue without assistance  because the queue was transitioning from class to class.,The number of successful taps decreased from 207 to 197. This is because some parents forgot to top up.,Failed taps increased from 6 to 9. Some parents forgot to top up on time.,Beth Kabura.,week1,Friday,8
Kigumo Primary,10-01-25,Rice and Greengrams,220,215,215,0,0,2,14,2,0,56,225,0,0,1,1,63,76,0,225,9:35:00,12:40:00,13:05:00,"We are projecting 225,we are expecting the kids to turn up well and also hoping that the number of failed taps will reduce",Food was delicious.,Queue management was orderly assisted by the teacher on duty,"We had 215 actual meals served compared to yesterday where we had 220,this is a decrease which was led by kids missing school especially in the lower classes",We had 14 failed taps compared to yesterday where we had 8 which is an increase.The increase was led by parents not topping up their accounts.,James Marigono Kinyanjui,week1,Friday,5
Kihuririo Primary,10-01-25,Rice and Greengrams,500,511,511,0,0,3,8,1,1,126,151,0,0,0,0,69,68,0,520,9:33:00,12:50:00,13:40:00, I am   projecting 520 hoping that students with failed taps the parents will pay.,"The food was  well prepared,hot and delicious.",The TOD helped with line  management.,There were 511 successful taps the number remained constant students  who fed yesterday reported.,there were 8failed  taps  increase from 6 some parents were unreachable  when i called them others forgot to pay on time.,Anne wairimu,week1,Friday,-11
Kindiga Primary,10-01-25,Rice and Greengrams,155,152,141,11,0,2,2,2,0,39,47,0,0,0,0,60.1,73.7,0,155,12:06:00,12:45:00,13:10:00,"We projects an increase in meal served , due to new registration.",food was Well cooked.,the queues were well organized by TSM,"The Actual meal served was 152, a decrease from 155 in yesterday's report, Turn out was low","failed taps were 2 a decrease from 7,  the two accounts were not were not topped up",,week1,Friday,3
Komothai Primary,10-01-25,Rice and Greengrams,165,168,168,0,0,2,2,0,0,42,50,0,0,0,0,77,68,0,180,9:13:00,12:40:00,13:14:00,l expect more students to continue reporting it being the second week of the term and the new ECD kids to continue registering.,The food was delicious and hot .,The students were orderly lined up.,Actual meals served today is 168 which is a constant number from the previous day. Students were present.,Failed taps today was 2 a constant number from the previous day . Parents were unreachable.,Jane Wanjiru,week1,Friday,-3
Lioki Primary,10-01-25,Rice and Greengrams,150,152,137,15,0,2,20,2,0,38,46,13,0,0,0,65.3,67.1,0,165,,,13:31:00,We have projected 165 as grade 7 kids will be reporting back on Monday ,The food was delicious and hot,The queues were well organized.,the number of actual meals served today is 152 from 154.some kids were absent.,failed taps number is 20 from 24 .parents Failed to top up,,week1,Friday,-2
Mathanja Primary,10-01-25,Rice and Greengrams,135,134,134,0,0,2,2,0,0,34,41,10,0,0,0,67,70,0,150,11:38:00,12:40:00,13:15:00,am projecting that number since grade 7 students will be admitted on Monday.,food was delicious,students were orderly no assistance was needed.,we had 134 successful taps a decrease by 1 compared to yesterday since some kids were absent today.,we had 2 failed taps a decrease by 4 compared to yesterday. Some parents remembered to top-up their accounts.,,week1,Friday,1
Matuguta Primary,10-01-25,Rice and Greengrams,450,450,410,40,0,3,17,3,2,113,136,10,0,0,0,76.1,74.9,0,480,9:54:00,12:40:00,13:30:00,We expect to feed 480 students since it will be a monday so most of the students will be back to school. ,food was delicious,Line management was good. Helped by the teacher on duty.,The number of Actual meal served was 450 a decrease from 459.This was because it being a friday some students tend to skip coming to school.,The number of failed taps was 17 an increase from 14.This was because some parents hadn't topped up their accounts. Reminded the kids to remind their parents to top up.,Haron Muiruri,week1,Friday,0
